lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cos_subtitles_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.269,0.133,0.415,0.00590955911826392,519.99,0.004,1176.5,cos_subtitles_skipgram_500_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cos_subtitles_skipgram_500_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.265,0.09,0.434,0.00590955911826392,516.09,0.005,1178,subtitles,cos,lowercase,skipgram,r_10,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_subtitles_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.381,0.225,0.513,-0.104044043831503,694.74,0,1170,cos_subtitles_skipgram_500_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cos_subtitles_skipgram_500_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.378,0.21,0.516,-0.104044043831503,692.4,0,1171.6,subtitles,cos,lowercase,skipgram,r_03,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_subtitles_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.326,0.158,0.507,-0.0564068966139529,624.9,0,1171.4,cos_subtitles_skipgram_500_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,cos_subtitles_skipgram_500_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.321,0.167,0.461,-0.0564068966139529,620.68,0,1173,subtitles,cos,lowercase,skipgram,r_05,500,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.294,0.104,0.47,0.0130785120479138,35.37,0.006,1177.2,euc_subtitles_cbow_100_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_100_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.292,0.123,0.468,0.0130785120479138,35.31,0.006,1178.5,subtitles,euc,lowercase,cbow,r_01,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.601,0.443,0.707,-0.104346071457455,20.72,0,1151.9,euc_subtitles_cbow_100_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_100_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.597,0.45,0.703,-0.104346071457455,20.69,0,1153.8,subtitles,euc,lowercase,cbow,r_10,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.447,0.311,0.572,-0.0361358222744453,26.05,0,1169.1,euc_subtitles_cbow_100_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_100_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.444,0.259,0.6,-0.0361358222744453,25.99,0,1170.6,subtitles,euc,lowercase,cbow,r_03,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.541,0.405,0.674,-0.0641225080675267,24.26,0,1161.5,euc_subtitles_cbow_100_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_100_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.537,0.409,0.664,-0.0641225080675267,24.2,0,1163.2,subtitles,euc,lowercase,cbow,r_05,100,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.3,0.096,0.493,0.00882980853282858,34.38,0.008,1177.8,euc_subtitles_cbow_200_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_200_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.298,0.13,0.432,0.00882980853282858,34.38,0.008,1179.2,subtitles,euc,lowercase,cbow,r_01,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.541,0.411,0.667,-0.0798802564087449,18.41,0,1163.4,euc_subtitles_cbow_200_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_200_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.536,0.375,0.647,-0.0798802564087449,18.33,0,1165.2,subtitles,euc,lowercase,cbow,r_10,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.427,0.287,0.565,-0.0317352732490421,25.17,0,1170.9,euc_subtitles_cbow_200_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.423,0.244,0.568,-0.0317352732490421,25.11,0,1172.4,subtitles,euc,lowercase,cbow,r_03,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.477,0.342,0.604,-0.051526527829893,20.86,0,1167.2,euc_subtitles_cbow_200_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.473,0.34,0.609,-0.051526527829893,20.81,0,1168.7,subtitles,euc,lowercase,cbow,r_05,200,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.316,0.159,0.492,0.02363773323459,33.37,0.016,1179.2,euc_subtitles_cbow_300_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.314,0.153,0.471,0.02363773323459,33.36,0.017,1180.5,subtitles,euc,lowercase,cbow,r_01,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.495,0.333,0.631,-0.0665475470505389,17.62,0,1167.1,euc_subtitles_cbow_300_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.491,0.366,0.626,-0.0665475470505389,17.56,0,1168.7,subtitles,euc,lowercase,cbow,r_10,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.448,0.32,0.586,-0.0394810279627204,25.82,0,1170.4,euc_subtitles_cbow_300_r3m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.445,0.278,0.583,-0.0394810279627204,25.8,0,1171.9,subtitles,euc,lowercase,cbow,r_03,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.462,0.32,0.59,-0.0522863044668112,20.78,0,1169,euc_subtitles_cbow_300_r5m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.458,0.302,0.61,-0.0522863044668112,20.71,0,1170.6,subtitles,euc,lowercase,cbow,r_05,300,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.371,0.203,0.528,-0.00401881103409246,45.82,0.001,1173.1,euc_subtitles_cbow_50_r1m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.37,0.18,0.543,-0.00401881103409246,45.92,0.001,1174.4,subtitles,euc,lowercase,cbow,r_01,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_subtitles_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.593,0.469,0.706,-0.0863119404037403,18.38,0,1154.5,euc_subtitles_cbow_50_r10m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,euc_subtitles_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+logSUBTITLES,0.589,0.436,0.703,-0.0863119404037403,18.35,0,1156.3,subtitles,euc,lowercase,cbow,r_10,50,predict,1149.13,1150.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
