lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cor_ukwac_conditional_probability_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.215,0.03,0.392,0.0609166924631282,558.74,0.199,1136.8,cor_ukwac_conditional_probability_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_conditional_probability_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.211,0.02,0.392,0.0609166924631282,552.2,0.206,1138.2,ukwac,cor,lowercase,conditional_probability_None,r_10,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_conditional_probability_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.077,-0.257,0.126,0.0355883837372081,120.73,0.516,1139.5,cor_ukwac_conditional_probability_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_conditional_probability_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.08,-0.256,0.12,0.0355883837372081,116.91,0.531,1140.9,ukwac,cor,lowercase,conditional_probability_None,r_03,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_conditional_probability_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.113,-0.085,0.287,0.0578877235554049,341.75,0.237,1137.8,cor_ukwac_conditional_probability_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_conditional_probability_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.109,-0.104,0.297,0.0578877235554049,337.54,0.245,1139.3,ukwac,cor,lowercase,conditional_probability_None,r_05,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_log_cooccurrence_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.337,-0.483,-0.182,0.0985948846232705,-426.97,0.164,1137.1,cor_ukwac_log_cooccurrence_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_log_cooccurrence_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.338,-0.49,-0.184,0.0985948846232705,-428.82,0.165,1138.4,ukwac,cor,lowercase,log_cooccurrence_None,r_01,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_log_cooccurrence_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.209,-0.377,-0.003,0.127501078787398,-471.23,0.104,1136.5,cor_ukwac_log_cooccurrence_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_log_cooccurrence_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.207,-0.374,-0.034,0.127501078787398,-463.69,0.111,1138,ukwac,cor,lowercase,log_cooccurrence_None,r_10,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_log_cooccurrence_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.271,-0.431,-0.076,0.111608734791915,-495.62,0.146,1136.7,cor_ukwac_log_cooccurrence_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_log_cooccurrence_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.27,-0.434,-0.105,0.111608734791915,-486.56,0.156,1138.1,ukwac,cor,lowercase,log_cooccurrence_None,r_03,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_log_cooccurrence_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.271,-0.438,-0.066,0.119095633362977,-518.5,0.099,1136.2,cor_ukwac_log_cooccurrence_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_log_cooccurrence_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.269,-0.458,-0.095,0.119095633362977,-509.97,0.106,1137.7,ukwac,cor,lowercase,log_cooccurrence_None,r_05,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_pmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.159,-0.315,0.004,0.0637931453242663,-1011.34,0.32,1135.6,cor_ukwac_pmi_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_pmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.158,-0.336,0.016,0.0637931453242663,-1013.75,0.322,1137,ukwac,cor,lowercase,pmi_None,r_01,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_pmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.103,-0.077,0.301,-0.0063610723365744,-493.5,0.646,1136.1,cor_ukwac_pmi_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_pmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.106,-0.094,0.28,-0.0063610723365744,-469.22,0.662,1137.5,ukwac,cor,lowercase,pmi_None,r_10,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_pmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.013,-0.195,0.216,0.0125807857361747,-929.23,0.427,1135.6,cor_ukwac_pmi_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_pmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.016,-0.159,0.203,0.0125807857361747,-907.4,0.439,1137,ukwac,cor,lowercase,pmi_None,r_03,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_pmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.062,-0.156,0.259,0.00943906492498404,-828.77,0.479,1135.7,cor_ukwac_pmi_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_pmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.065,-0.136,0.256,0.00943906492498404,-804.26,0.494,1137.2,ukwac,cor,lowercase,pmi_None,r_05,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_ppmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.129,-0.044,0.292,0.0973856703588721,141.34,0.851,1135.9,cor_ukwac_ppmi_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_ppmi_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.129,-0.02,0.288,0.0973856703588721,140.54,0.85,1137.3,ukwac,cor,lowercase,ppmi_None,r_01,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_ppmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.272,0.132,0.426,0.0138294714152595,589.77,0.745,1135.2,cor_ukwac_ppmi_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_ppmi_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.273,0.113,0.435,0.0138294714152595,636.53,0.726,1136.5,ukwac,cor,lowercase,ppmi_None,r_10,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_ppmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.272,0.078,0.44,0.0396677306252111,563.58,0.737,1135,cor_ukwac_ppmi_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_ppmi_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.273,0.08,0.419,0.0396677306252111,617.59,0.718,1136.3,ukwac,cor,lowercase,ppmi_None,r_03,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_ppmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.271,0.081,0.438,0.0347902981734519,346.35,0.818,1135.1,cor_ukwac_ppmi_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_ppmi_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.272,0.087,0.429,0.0347902981734519,398.19,0.798,1136.5,ukwac,cor,lowercase,ppmi_None,r_05,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_probability_ratios_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.201,0.036,0.349,-0.072961897181284,61828.53,0.19,1127.2,cor_ukwac_probability_ratios_None_r1m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_probability_ratios_None_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.205,0.033,0.342,-0.072961897181284,64196.45,0.177,1128.5,ukwac,cor,lowercase,probability_ratios_None,r_01,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_probability_ratios_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.08,-0.079,0.245,0.0296164281648507,2706.21,0.651,1132.6,cor_ukwac_probability_ratios_None_r10m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_probability_ratios_None_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.081,-0.085,0.282,0.0296164281648507,2824.51,0.639,1134,ukwac,cor,lowercase,probability_ratios_None,r_10,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_probability_ratios_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.002,-0.187,0.208,0.0779685329256419,-10880.49,0.54,1130.6,cor_ukwac_probability_ratios_None_r3m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_probability_ratios_None_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.005,-0.238,0.217,0.0779685329256419,-10206.76,0.571,1132,ukwac,cor,lowercase,probability_ratios_None,r_03,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_probability_ratios_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.001,-0.226,0.281,0.101576379993984,-6700.44,0.543,1131.7,cor_ukwac_probability_ratios_None_r5m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_probability_ratios_None_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.001,-0.228,0.256,0.101576379993984,-6846.64,0.538,1133,ukwac,cor,lowercase,probability_ratios_None,r_05,None,count,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.006,-0.205,0.202,0.00387278424417315,8.79,0.952,1140.7,cor_ukwac_skipgram_100_r1m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_100_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.006,-0.196,0.182,0.00387278424417315,7.36,0.959,1142.1,ukwac,cor,lowercase,skipgram,r_01,100,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.276,0.104,0.44,-0.00403535986343588,98.71,0.502,1139.9,cor_ukwac_skipgram_100_r10m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_100_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.274,0.087,0.449,-0.00403535986343588,96.49,0.51,1141.3,ukwac,cor,lowercase,skipgram,r_10,100,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.131,-0.089,0.343,0.00194821028921983,66.39,0.62,1140.2,cor_ukwac_skipgram_100_r3m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_100_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.131,-0.065,0.322,0.00194821028921983,65.59,0.623,1141.6,ukwac,cor,lowercase,skipgram,r_03,100,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.183,0.001,0.369,-0.00641551072537072,70.51,0.61,1140.2,cor_ukwac_skipgram_100_r5m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_100_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.182,-0.022,0.363,-0.00641551072537072,69.03,0.616,1141.6,ukwac,cor,lowercase,skipgram,r_05,100,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.018,-0.215,0.169,0.0172452219783371,-42.58,0.743,1140.5,cor_ukwac_skipgram_200_r1m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_200_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.018,-0.208,0.162,0.0172452219783371,-44.26,0.737,1141.8,ukwac,cor,lowercase,skipgram,r_01,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.105,-0.069,0.267,0.0612713336633684,-123.83,0.535,1139.6,cor_ukwac_skipgram_200_r10m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_200_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.105,-0.063,0.29,0.0612713336633684,-122.29,0.543,1141,ukwac,cor,lowercase,skipgram,r_10,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.04,-0.19,0.225,0.0169562991852733,-45.79,0.765,1140.3,cor_ukwac_skipgram_200_r3m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_200_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.039,-0.158,0.216,0.0169562991852733,-47.45,0.759,1141.7,ukwac,cor,lowercase,skipgram,r_03,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.137,-0.058,0.312,0.0118914077458604,-25.11,0.888,1140.2,cor_ukwac_skipgram_200_r5m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_200_r5,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.137,-0.053,0.317,0.0118914077458604,-25.46,0.888,1141.6,ukwac,cor,lowercase,skipgram,r_05,200,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.057,-0.27,0.155,0.0315229771313109,-65.82,0.657,1140.2,cor_ukwac_skipgram_300_r1m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_300_r1,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,-0.056,-0.245,0.125,0.0315229771313109,-66.02,0.659,1141.6,ukwac,cor,lowercase,skipgram,r_01,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.088,-0.071,0.267,0.0598507242484087,-81.98,0.709,1139.9,cor_ukwac_skipgram_300_r10m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_300_r10,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.088,-0.098,0.25,0.0598507242484087,-80.58,0.716,1141.3,ukwac,cor,lowercase,skipgram,r_10,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
cor_ukwac_skipgram_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.119,-0.068,0.317,0.0119740979318825,21.55,0.874,1140.2,cor_ukwac_skipgram_300_r3m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,cor_ukwac_skipgram_300_r3,m_RT ~  (1|stimuli) + country +  Letters_n+logUKWAC,0.12,-0.086,0.317,0.0119740979318825,22.13,0.87,1141.5,ukwac,cor,lowercase,skipgram,r_03,300,predict,1147.71,1149.09,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
