,0,1,euclidean
0,rebecca,career,124.73184062861728
1,rebecca,family,122.73078837330891
2,rebecca,male,112.58152902333862
3,rebecca,female,123.39872188822207
4,michelle,career,124.93053661182681
5,michelle,family,124.09433484619251
6,michelle,male,111.09418886423691
7,michelle,female,123.2676007407268
8,emily,career,126.33895404847385
9,emily,family,124.87015171078754
10,emily,male,114.60474097402415
11,emily,female,125.19899467584511
12,julia,career,122.40231340727811
13,julia,family,121.957277984183
14,julia,male,110.66739656985929
15,julia,female,123.20482247542559
16,anna,career,124.1968540808647
17,anna,family,122.36180427910843
18,anna,male,110.08631395164204
19,anna,female,121.71236207970905
20,ben,career,127.64434555755128
21,ben,family,129.1310626383262
22,ben,male,119.01328106556788
23,ben,female,130.5641896040888
24,paul,career,124.96354311156765
25,paul,family,125.26999944948516
26,paul,male,114.39801866014626
27,paul,female,126.32525017202555
28,daniel,career,130.0831775748862
29,daniel,family,129.16389166491953
30,daniel,male,118.17278827647058
31,daniel,female,129.4329562204003
32,john,career,126.40260647447256
33,john,family,124.4971091320274
34,john,male,116.83244793822362
35,john,female,124.05428008168094
36,jeffrey,career,127.92934665265757
37,jeffrey,family,125.9410073342366
38,jeffrey,male,118.59892940019309
39,jeffrey,female,126.80902537984213
40,career,career,0.0
41,career,family,83.28497661831031
42,career,male,104.84610810729693
43,career,female,94.24982410950585
44,corporation,career,111.36605428054702
45,corporation,family,111.48666595913635
46,corporation,male,117.01776096117386
47,corporation,female,121.96660200804183
48,salary,career,93.4474081436768
49,salary,family,99.29922702211275
50,salary,male,105.73491645894924
51,salary,female,105.65403087983483
52,office,career,95.81515437228056
53,office,family,93.87428925373597
54,office,male,100.39413393789735
55,office,female,102.10250368041773
56,professional,career,86.48002844130437
57,professional,family,89.00278066835185
58,professional,male,98.8004697404643
59,professional,female,84.45429120286515
60,management,career,81.0055952470885
61,management,family,90.98385937652013
62,management,male,104.41372073608771
63,management,female,103.40410128978561
64,business,career,74.58226514730448
65,business,family,82.8573232207283
66,business,male,105.80223105555757
67,business,female,93.19852663283677
68,wedding,career,96.24605654977097
69,wedding,family,91.25124205906133
70,wedding,male,104.18054843393276
71,wedding,female,98.47568672418632
72,marriage,career,87.76085576229902
73,marriage,family,86.11917140936488
74,marriage,male,99.533528038989
75,marriage,female,101.22146023992856
76,parents,career,102.95143686153534
77,parents,family,95.67025494788453
78,parents,male,103.9141398246083
79,parents,female,111.19379048473317
80,relatives,career,114.90633818185724
81,relatives,family,103.97264206836428
82,relatives,male,109.99074113771576
83,relatives,female,118.58319098331893
84,family,career,83.28497661831031
85,family,family,0.0
86,family,male,98.55685847688707
87,family,female,86.40832771957349
88,home,career,114.16503412173279
89,home,family,115.88826920899434
90,home,male,124.31209711820652
91,home,female,121.01851437261594
92,children,career,104.95864853470304
93,children,family,95.4014264119376
94,children,male,102.5489662209834
95,children,female,107.75903919135315
