,0,1,correlation
0,rebecca,career,0.5970662195834014
1,rebecca,family,0.5621252982116268
2,rebecca,male,0.5116998826460244
3,rebecca,female,0.47780417472805736
4,michelle,career,0.5880654899455902
5,michelle,family,0.5721795578053548
6,michelle,male,0.5104799563308241
7,michelle,female,0.4840778292278698
8,emily,career,0.5262249075794982
9,emily,family,0.5134528471267603
10,emily,male,0.5178302767493936
11,emily,female,0.4776324782067216
12,julia,career,0.5511489249307197
13,julia,family,0.5234278056371766
14,julia,male,0.5014511120106253
15,julia,female,0.467661613177903
16,anna,career,0.5780583904659711
17,anna,family,0.554864773708404
18,anna,male,0.5033834991104253
19,anna,female,0.4742739123015932
20,ben,career,0.6622290673147277
21,ben,family,0.6617638519207172
22,ben,male,0.5784176196931805
23,ben,female,0.6033406033304713
24,paul,career,0.5720018142253748
25,paul,family,0.5720102291798909
26,paul,male,0.5299739454615892
27,paul,female,0.5102914205027029
28,daniel,career,0.5947307126090764
29,daniel,family,0.5799209788089108
30,daniel,male,0.5550129496752372
31,daniel,female,0.5221832186007729
32,john,career,0.5858919486818496
33,john,family,0.58475263714639
34,john,male,0.5469388901262369
35,john,female,0.5167468467404827
36,jeffrey,career,0.5970655840124406
37,jeffrey,family,0.5674843806026324
38,jeffrey,male,0.5562828281500727
39,jeffrey,female,0.5198969308884192
40,career,career,0.0
41,career,family,0.3574872815938066
42,career,male,0.504308730441539
43,career,female,0.40645786755498536
44,corporation,career,0.3990927867149743
45,corporation,family,0.3710629991107507
46,corporation,male,0.45409052800814254
47,corporation,female,0.37296761195636075
48,salary,career,0.4157026720607906
49,salary,family,0.46152863672903044
50,salary,male,0.5537752496785517
51,salary,female,0.47793462445806834
52,office,career,0.4090031720632925
53,office,family,0.42152732073338295
54,office,male,0.4824000408499085
55,office,female,0.4241197109791087
56,professional,career,0.34016159640313626
57,professional,family,0.3748798260461427
58,professional,male,0.3952748073482347
59,professional,female,0.28496870742164204
60,management,career,0.3266909041290337
61,management,family,0.37086344763469836
62,management,male,0.5005770817281459
63,management,female,0.4108208733970584
64,business,career,0.299508446739715
65,business,family,0.38243055487623956
66,business,male,0.510631193252929
67,business,female,0.416416702703056
68,wedding,career,0.4742567620150897
69,wedding,family,0.455424097627914
70,wedding,male,0.5709099263580977
71,wedding,female,0.5104162554006397
72,marriage,career,0.3476774479024083
73,marriage,family,0.3538367136260543
74,marriage,male,0.4512248096322573
75,marriage,female,0.3953705631331418
76,parents,career,0.37091897551142206
77,parents,family,0.34163252935694677
78,parents,male,0.4730943154295043
79,parents,female,0.3920306476115434
80,relatives,career,0.4072033031861527
81,relatives,family,0.29465042492232507
82,relatives,male,0.4402553190095788
83,relatives,female,0.3562001350700481
84,family,career,0.3574872815938066
85,family,family,0.0
86,family,male,0.48022916611777366
87,family,female,0.385034321528117
88,home,career,0.48267601511384917
89,home,family,0.48443335727682924
90,home,male,0.5988803726122078
91,home,female,0.5267471772119097
92,children,career,0.3716029300810668
93,children,family,0.30816432009335537
94,children,male,0.42041061010560543
95,children,female,0.33025768148746126
