"sex","Order","edu","ethnic","politicalid_6","country_mig","major","age","Mn_RT_all_3467","PCT_error_3467","D_biep.Male_Career_all","assocareer","assofamily","impcareer","impfamily","havechildren","numboys","numgirls","planchildren"
"f",1,4,5,3,FALSE,NA,18,797.383333333333,5.83333333333333,0.00384803334857033,4,2,4,5,"no",NA,NA,"3"
"f",1,5,5,4,FALSE,10,18,840.525,6.66666666666667,0.15822072338282,4,2,3,5,"no",NA,NA,"3"
"m",2,7,5,4,FALSE,10,18,1050.54166666667,6.66666666666667,0.652754067259444,3,2,4,4,"no",NA,NA,"3"
"f",2,4,5,3,FALSE,11,20,574.283333333333,5.83333333333333,0.895889350364055,4,2,3,5,"no",NA,NA,"3"
"f",2,5,5,NA,FALSE,NA,18,1286.25833333333,9.16666666666667,-0.00827901710979517,3,2,3,5,"no",NA,NA,"3"
"m",1,4,5,4,TRUE,10,19,1156.81666666667,5.83333333333333,0.256493804368679,3,3,3,5,"no",NA,NA,"3"
"f",1,8,5,3,FALSE,10,18,662.041666666667,10,0.783490248174245,3,2,4,5,"no",NA,NA,"3"
"f",1,5,5,5,FALSE,NA,29,805.425,5,1.01201614110521,3,2,4,5,"yes",NA,NA,"."
"m",2,5,5,NA,FALSE,10,20,654.533333333333,4.16666666666667,-0.19413717193091,2,2,3,4,"no",NA,NA,"3"
"f",1,8,5,4,FALSE,10,19,656.241666666667,4.16666666666667,0.689645189802043,4,1,4,5,"no",NA,NA,"3"
"f",1,7,4,5,FALSE,10,19,690.441666666667,7.5,0.484098795901281,4,2,4,4,"no",NA,NA,"3"
"f",2,5,5,3,FALSE,1,40,893.7,6.66666666666667,1.02535863020007,3,3,5,5,"yes",NA,NA,"."
"f",1,4,5,3,FALSE,10,18,755.5,5,0.493553990367476,4,2,3,4,"no",NA,NA,"3"
"f",1,5,5,5,TRUE,10,19,738.208333333333,7.5,0.749030097734546,3,1,3,5,"no",NA,NA,"3"
"f",1,5,5,4,FALSE,10,19,1229.55,1.66666666666667,-0.145176824198703,3,3,4,4,"no",NA,NA,"3"
"f",1,4,5,4,FALSE,11,18,860.116666666667,1.66666666666667,0.84535874528081,4,2,5,5,"no",NA,NA,"3"
"f",2,4,5,5,FALSE,NA,19,700.858333333333,4.16666666666667,0.835045411042774,4,2,4,4,"no",NA,NA,"3"
"f",1,5,5,4,FALSE,10,18,684.116666666667,2.5,0.708418909259572,3,2,4,4,"no",NA,NA,"3"
"f",2,5,5,3,FALSE,7,19,1093.3,1.66666666666667,-0.431498857706897,4,2,4,5,"no",NA,NA,"3"
"m",1,5,5,4,FALSE,12,23,904.825,3.33333333333333,0.0198213579347618,4,2,3,5,"no",NA,NA,"3"
"f",1,7,5,3,FALSE,10,20,630.35,8.33333333333333,0.458470665939436,4,2,2,4,"no",NA,NA,"3"
"f",1,5,5,3,FALSE,2,18,623.95,1.66666666666667,0.339877368938028,3,3,3,5,"no",NA,NA,"1"
"f",1,4,5,NA,FALSE,NA,19,811.316666666667,4.16666666666667,0.63600865047914,2,3,4,4,"no",NA,NA,"3"
"f",1,5,5,4,FALSE,10,27,699.591666666667,7.5,1.4026017740135,3,3,4,4,"no",NA,NA,"1"
"f",1,5,NA,4,FALSE,10,39,1061.875,3.33333333333333,0.38395989558773,4,2,3,4,"yes",NA,NA,"."
"f",2,5,5,4,FALSE,10,19,833.1,7.5,0.439129752359149,3,3,5,3,"no",NA,NA,"3"
"f",1,7,8,4,FALSE,10,21,884.575,3.33333333333333,-0.269205157753183,3,1,5,3,"no",NA,NA,"3"
"f",2,7,8,3,FALSE,11,18,1005.88333333333,9.16666666666667,0.010950929068372,4,2,4,4,"no",NA,NA,"3"
"f",2,6,5,5,FALSE,10,18,586.633333333333,5,0.965407656264407,3,3,4,3,"no",NA,NA,"1"
"f",2,7,5,4,FALSE,8,26,1075.63333333333,3.33333333333333,0.672925720145033,3,3,3,5,"no",NA,NA,"1"
"f",2,7,5,3,FALSE,10,19,982.225,9.16666666666667,0.481730825757306,4,2,3,5,"no",NA,NA,"3"
"f",2,5,5,NA,FALSE,10,19,736.091666666667,7.5,0.569854004899632,3,3,3,5,"no",NA,NA,"3"
"f",2,5,5,4,FALSE,10,18,667.666666666667,5.83333333333333,0.847811353321582,4,3,4,5,"no",NA,NA,"3"
"f",1,5,5,3,FALSE,10,23,974.55,4.16666666666667,0.43229478101782,3,2,4,4,"yes",NA,NA,"."
"f",1,4,5,5,FALSE,10,19,985.7,6.66666666666667,0.97026576696264,4,2,4,5,"no",NA,NA,"3"
"f",2,5,5,3,FALSE,13,21,821.508333333333,7.5,0.387134715596306,3,2,4,4,"no",NA,NA,"1"
"f",2,7,5,4,FALSE,10,46,957.066666666667,1.66666666666667,0.715103297834568,4,4,4,5,"yes",NA,NA,"."
"f",2,7,5,3,FALSE,13,18,857.916666666667,3.33333333333333,0.90028673866666,3,3,3,3,"no",NA,NA,"1"
"f",2,5,6,1,FALSE,1,48,1142.4,4.16666666666667,0.73383791007802,4,2,4,5,"yes",NA,NA,"."
"f",1,5,5,3,FALSE,10,19,739.833333333333,5.83333333333333,0.548924507612181,3,2,4,5,"no",NA,NA,"3"
"f",1,6,5,2,FALSE,10,18,717.958333333333,2.5,0.913116040570912,5,2,4,5,"no",NA,NA,"3"
"f",1,5,5,3,FALSE,NA,20,721.933333333333,5.83333333333333,0.29971736102463,4,2,2,4,"no",NA,NA,"3"
"m",2,7,5,4,FALSE,11,21,793.058333333333,0,0.507243208073512,3,3,4,5,"no",NA,NA,"3"
"f",1,5,5,3,FALSE,10,18,799.85,8.33333333333333,0.857162638699458,4,2,4,4,"no",NA,NA,"3"
"f",1,6,5,3,FALSE,10,19,672.616666666667,2.5,0.667209073775931,3,2,4,5,"no",NA,NA,"3"
"f",2,6,5,3,FALSE,10,18,745.066666666667,4.16666666666667,0.0508132404375835,3,2,4,4,"no",NA,NA,"3"
"f",2,5,5,4,FALSE,10,20,829.183333333333,5,0.406913277426799,3,3,3,4,"no",NA,NA,"3"
"f",1,5,NA,4,FALSE,10,19,1031.50833333333,0.833333333333333,1.13070009649853,4,4,4,4,"no",NA,NA,"3"
"m",2,5,5,3,FALSE,10,47,764.325,4.16666666666667,0.0223246721878328,4,4,2,2,"yes",NA,NA,"."
"f",1,4,5,4,FALSE,10,26,671.591666666667,5.83333333333333,0.375713084580565,4,2,5,5,"no",NA,NA,"3"
"f",1,NA,5,NA,FALSE,NA,19,746.758333333333,8.33333333333333,0.268344656119522,5,1,4,4,"no",NA,NA,"3"
"m",1,7,5,3,FALSE,2,21,1155.81666666667,5,-0.323611894278297,4,3,2,5,"no",NA,NA,"3"
"f",2,8,5,NA,FALSE,10,25,1220.275,5.83333333333333,0.936442726812186,4,2,4,4,"yes",NA,NA,"."
"f",2,NA,5,4,FALSE,NA,18,687.808333333333,1.66666666666667,0.333546073925302,3,2,4,5,"no",NA,NA,"3"
"m",2,3,NA,1,FALSE,NA,18,700.791666666667,5,0.606925139539665,5,4,4,4,"no",NA,NA,"3"
"f",1,7,5,5,TRUE,11,33,728.875,7.5,0.168487902308473,3,2,4,4,"no",NA,NA,"3"
"m",2,5,5,2,FALSE,4,20,899.225,4.16666666666667,0.204963867068991,4,3,3,4,"no",NA,1,"3"
"f",1,9,2,6,TRUE,10,24,957.541666666667,10,0.154151130349696,3,3,4,4,"no",NA,NA,"."
"f",1,5,5,4,TRUE,10,23,671.825,6.66666666666667,0.784694024620899,4,2,5,4,"no",NA,NA,"3"
"m",2,12,5,4,TRUE,10,58,847.158333333333,6.66666666666667,0.123050268690252,3,2,4,3,"yes",1,1,"."
"f",2,12,5,3,TRUE,11,25,773.191666666667,4.16666666666667,0.201428550515407,4,2,5,4,"no",1,1,"3"
"f",2,9,5,5,FALSE,8,32,785.333333333333,9.16666666666667,0.787043273209672,3,2,3,3,"no",NA,NA,"1"
"f",1,8,5,5,FALSE,6,18,642.441666666667,9.16666666666667,-0.119627685122795,3,3,4,1,"no",NA,NA,"2"
"f",1,9,6,3,TRUE,10,28,656.8,5,0.467247209029953,5,1,4,5,"yes",NA,1,"."
"f",1,7,5,6,FALSE,1,51,1014.71666666667,5.83333333333333,0.0916808376593088,3,2,5,3,"no",NA,NA,"2"
"m",2,NA,5,4,FALSE,8,48,657.3,3.33333333333333,0.47727868292822,4,3,4,5,"yes",2,1,"."
"f",1,5,5,6,FALSE,12,21,1090.425,5,0.726115146972778,3,3,5,5,"no",NA,NA,"2"
"f",1,8,NA,NA,TRUE,13,31,902.883333333333,1.66666666666667,0.236212384378322,3,3,4,3,"no",NA,NA,"2"
"f",2,7,4,2,FALSE,NA,20,665.866666666667,6.66666666666667,0.503127102128921,4,2,3,5,"no",1,1,"3"
"f",1,7,5,6,FALSE,4,43,770.408333333333,5,0.50356768748395,3,3,3,3,"no",NA,NA,"2"
"f",1,12,5,5,TRUE,8,33,937.45,8.33333333333333,0.943900266345514,4,2,4,3,"no",1,1,"3"
"f",2,5,7,4,FALSE,13,35,1161.125,6.66666666666667,0.508323355119173,3,1,2,3,"no",NA,NA,"1"
"m",2,5,5,3,FALSE,10,37,1063.04166666667,5.83333333333333,0.584320101675723,5,1,4,5,"yes",1,NA,"."
"m",1,12,5,4,FALSE,2,36,951.758333333333,4.16666666666667,0.545519749121823,4,3,3,4,"yes",1,NA,"."
"m",2,7,5,2,FALSE,2,32,832.141666666667,5,0.114066044650589,3,3,4,5,"yes",NA,1,"."
"f",2,9,5,6,FALSE,8,50,926.316666666667,0,0.712043620477815,3,2,4,4,"yes",1,1,"."
"f",1,13,5,3,FALSE,1,40,801.141666666667,2.5,0.844605718722305,4,2,3,4,"yes",NA,1,"."
"f",2,2,7,3,FALSE,NA,47,1084.225,1.66666666666667,0.520921284130354,4,2,4,5,"yes",2,NA,"."
"f",2,5,5,4,FALSE,2,30,681.416666666667,3.33333333333333,1.15361061350202,5,1,5,5,"no",NA,NA,"3"
"f",1,7,5,3,FALSE,10,41,667.966666666667,2.5,-0.184497575014457,3,2,3,5,"yes",NA,2,"."
"m",2,5,5,4,FALSE,6,19,833.95,1.66666666666667,0.760854849514181,4,2,5,3,"no",2,1,"3"
"f",1,9,5,NA,FALSE,10,30,879.266666666667,3.33333333333333,-0.21445069399652,3,3,1,1,"no",2,2,"3"
"f",1,5,5,NA,FALSE,2,43,694.233333333333,2.5,0.747140222945456,3,2,2,4,"yes",1,NA,"."
"f",2,5,6,NA,TRUE,8,22,756,6.66666666666667,0.75980315759774,1,2,3,5,"no",1,1,"3"
"f",1,9,6,4,FALSE,6,27,679.616666666667,1.66666666666667,0.818581866258001,4,2,3,5,"no",2,2,"3"
"m",1,11,5,2,TRUE,7,46,804.208333333333,8.33333333333333,0.951332398316385,4,2,4,4,"no",NA,NA,"2"
"m",2,8,5,4,TRUE,2,38,652.233333333333,6.66666666666667,0.328955388906613,4,1,4,4,"yes",1,3,"."
"m",1,9,2,1,FALSE,2,21,1095.79166666667,3.33333333333333,0.323739760053824,5,4,4,4,"no",1,1,"3"
"f",1,5,5,4,TRUE,10,45,1105.95,2.5,0.771150633648565,3,NA,3,NA,"yes",NA,1,"."
"m",2,14,8,4,FALSE,2,46,779.716666666667,5,0.615528145862751,4,2,5,4,"yes",NA,1,"."
"m",2,12,5,6,TRUE,1,46,1003.65833333333,2.5,0.623480077326724,4,1,3,5,"yes",2,3,"."
"f",2,7,5,4,FALSE,7,36,951.033333333333,1.66666666666667,0.701601342767234,4,1,4,3,"no",NA,NA,"1"
"f",1,5,5,6,FALSE,6,18,738.25,5,0.347613213230723,4,2,5,1,"no",NA,NA,"2"
"f",1,5,NA,2,FALSE,6,54,1007.39166666667,7.5,0.812653453441447,3,2,5,2,"no",NA,NA,"2"
"m",2,8,5,5,FALSE,8,41,902.108333333333,7.5,0.595095339919567,4,2,4,3,"no",1,1,"3"
"f",2,7,5,5,FALSE,11,30,1001.88333333333,0.833333333333333,0.0178810682631584,4,2,4,2,"no",NA,NA,"1"
"f",1,13,5,6,FALSE,5,27,741.733333333333,5.83333333333333,0.705314071770357,3,1,5,5,"no",1,1,"3"
"f",2,7,5,5,TRUE,6,64,911.275,6.66666666666667,0.855067547931153,3,3,3,5,"yes",NA,3,"."
"f",1,13,5,5,TRUE,10,36,681.516666666667,5,0.275417221547659,3,2,4,4,"no",NA,NA,"2"
"f",1,9,5,4,NA,11,49,743.666666666667,7.5,0.450001060689124,1,2,5,4,"yes",2,NA,"."
"m",1,6,5,4,FALSE,12,26,1013.65833333333,0.833333333333333,-1.13105715010893,3,3,3,4,"no",NA,NA,"3"
"m",2,9,5,6,FALSE,8,30,975.158333333333,7.5,0.741977861895375,3,3,4,5,"no",1,1,"3"
"f",2,4,5,3,FALSE,NA,32,635.95,3.33333333333333,0.380195741045881,3,3,4,4,"no",NA,NA,"1"
"f",1,9,7,6,FALSE,10,36,635.816666666667,3.33333333333333,0.132101783953607,3,3,4,5,"no",NA,NA,"3"
"f",1,9,5,6,FALSE,NA,49,783.733333333333,1.66666666666667,0.472686800993346,4,2,3,4,"yes",2,NA,"."
"m",1,9,5,6,FALSE,11,62,899.508333333333,7.5,0.305185169782219,3,2,4,5,"yes",1,1,"."
