First word,Second word,cosine distance
rebecca,career,0.6661306989163887
rebecca,family,0.5544971977433555
rebecca,male,0.6982154904262933
rebecca,female,0.6731201241552425
michelle,career,0.6263614714571681
michelle,family,0.5761029679019949
michelle,male,0.6250678506749252
michelle,female,0.620488442857108
emily,career,0.6504557445267116
emily,family,0.5575627997647404
emily,male,0.6898230745200442
emily,female,0.6257671948428771
julia,career,0.7030463070299593
julia,family,0.622501587951455
julia,male,0.6961368075708437
julia,female,0.6572048611832279
anna,career,0.6648469802500654
anna,family,0.5365062793769892
anna,male,0.6959607451468268
anna,female,0.6986294682773939
ben,career,0.6941595860450104
ben,family,0.6064192908581163
ben,male,0.7644237023184355
ben,female,0.7696328688215681
paul,career,0.5296556590558084
paul,family,0.5994663871166652
paul,male,0.5888123951910059
paul,female,0.6584957019379384
daniel,career,0.6583289423215979
daniel,family,0.6372456321586437
daniel,male,0.772624777385398
daniel,female,0.7845112903207778
john,career,0.49292584918048354
john,family,0.4759548805566749
john,male,0.5096656495279855
john,female,0.5911460909639448
jeffrey,career,0.6158203278304035
jeffrey,family,0.6334332311142874
jeffrey,male,0.665947579256408
jeffrey,female,0.6692901660090739
career,career,0.0
career,family,0.4700143346030099
career,male,0.635402917934802
career,female,0.5945852104719136
corporation,career,0.7067419343962509
corporation,family,0.6513787395407549
corporation,male,0.7983598523767699
corporation,female,0.851069977672999
salary,career,0.4423083222606542
salary,family,0.5665065590314757
salary,male,0.6947059961778703
salary,female,0.6641639701092688
office,career,0.5276228215544074
office,family,0.49882511334065416
office,male,0.6386876157853653
office,female,0.6427470464657887
professional,career,0.35692689733064564
professional,family,0.5038562855925477
professional,male,0.5826652634517928
professional,female,0.5591717746222667
management,career,0.5606297558406375
management,family,0.5721576670663673
management,male,0.6370582544568311
management,female,0.6937055226569353
business,career,0.47238956690365397
business,family,0.47897141856272674
business,male,0.6431566426862814
business,female,0.6540929012702668
wedding,career,0.6504754408714559
wedding,family,0.4628011079026042
wedding,male,0.6885145243099454
wedding,female,0.6518603725222836
marriage,career,0.4710602733551804
marriage,family,0.2675215906710193
marriage,male,0.6324826411649027
marriage,female,0.5712350724215847
parents,career,0.5705968339630192
parents,family,0.2384500965026619
parents,male,0.5150751417685506
parents,female,0.49775963502029585
relatives,career,0.6673035467390065
relatives,family,0.24378370243365988
relatives,male,0.5996716063456309
relatives,female,0.584559047490228
family,career,0.4700143346030099
family,family,0.0
family,male,0.5118518291160923
family,female,0.5038850233959613
home,career,0.42349110438317583
home,family,0.315850929045274
home,male,0.47281734075280757
home,female,0.5042071287154678
children,career,0.6063254772376644
children,family,0.26258377226770224
children,male,0.506461101666441
children,female,0.4920405576091408
