lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef.subtitles_conditional_probability_ngram_None_r1_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef.subtitles_conditional_probability_ngram_None_r1_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
euc_ukwac_ppmi_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.257,-0.397,-0.105,0.0393230788502439,-0.2,0,1158.7,euc_ukwac_ppmi_None_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_ppmi_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.254,-0.4,-0.094,0.0393230788502439,-0.2,0,1160.1,ukwac,euc,lowercase,ppmi_None,r_01,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_ppmi_None_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.06,-0.226,0.121,0.0315019058090082,-0.14,0,1162.8,euc_ukwac_ppmi_None_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_ppmi_None_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.057,-0.249,0.139,0.0315019058090082,-0.14,0,1164.2,ukwac,euc,lowercase,ppmi_None,r_10,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_ppmi_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.154,-0.297,-0.015,0.0343715304383083,-0.17,0,1160.4,euc_ukwac_ppmi_None_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_ppmi_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.152,-0.294,0.014,0.0343715304383083,-0.17,0,1161.9,ukwac,euc,lowercase,ppmi_None,r_03,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_ppmi_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.126,-0.274,0.052,0.0330438197599573,-0.16,0,1160.5,euc_ukwac_ppmi_None_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_ppmi_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.123,-0.27,0.074,0.0330438197599573,-0.16,0,1161.9,ukwac,euc,lowercase,ppmi_None,r_05,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
euc_ukwac_probability_ratios_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.462,-0.599,-0.317,0.00103449501476895,0,0.035,1172.9,euc_ukwac_probability_ratios_None_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_probability_ratios_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.461,-0.591,-0.32,0.00103449501476895,0,0.038,1174.2,ukwac,euc,lowercase,probability_ratios_None,r_01,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_probability_ratios_None_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.402,-0.537,-0.268,0.0041535873934146,0,0.217,1176,euc_ukwac_probability_ratios_None_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_probability_ratios_None_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.401,-0.527,-0.231,0.0041535873934146,0,0.223,1177.2,ukwac,euc,lowercase,probability_ratios_None,r_10,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_probability_ratios_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.439,-0.562,-0.295,0.0022229462902359,0,0.075,1174.2,euc_ukwac_probability_ratios_None_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_probability_ratios_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.438,-0.551,-0.323,0.0022229462902359,0,0.079,1175.5,ukwac,euc,lowercase,probability_ratios_None,r_03,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_probability_ratios_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.426,-0.546,-0.293,0.00291618197486841,0,0.105,1174.8,euc_ukwac_probability_ratios_None_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_probability_ratios_None_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.426,-0.548,-0.305,0.00291618197486841,0,0.11,1176,ukwac,euc,lowercase,probability_ratios_None,r_05,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_100_r1,m_RT ~ country +  Letters_n + logUKWAC,0.068,-0.148,0.251,0.0051101075400794,21.19,0.23,1176,euc_ukwac_skipgram_100_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_100_r1,m_RT ~ country +  Letters_n + logUKWAC,0.067,-0.115,0.261,0.0051101075400794,21.15,0.233,1177.2,ukwac,euc,lowercase,skipgram,r_01,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_100_r10,m_RT ~ country +  Letters_n + logUKWAC,0.362,0.186,0.524,0.000347113989263625,59.26,0.009,1170.3,euc_ukwac_skipgram_100_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_100_r10,m_RT ~ country +  Letters_n + logUKWAC,0.359,0.188,0.516,0.000347113989263625,58.99,0.01,1171.7,ukwac,euc,lowercase,skipgram,r_10,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_100_r3,m_RT ~ country +  Letters_n + logUKWAC,0.207,0.038,0.395,0.00750010709049212,41.99,0.039,1173.1,euc_ukwac_skipgram_100_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_100_r3,m_RT ~ country +  Letters_n + logUKWAC,0.205,0.017,0.384,0.00750010709049212,41.88,0.041,1174.3,ukwac,euc,lowercase,skipgram,r_03,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_100_r5,m_RT ~ country +  Letters_n + logUKWAC,0.243,0.046,0.417,0.00242772156794618,47.05,0.028,1172.5,euc_ukwac_skipgram_100_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_100_r5,m_RT ~ country +  Letters_n + logUKWAC,0.241,0.065,0.421,0.00242772156794618,46.86,0.03,1173.8,ukwac,euc,lowercase,skipgram,r_05,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_200_r1,m_RT ~ country +  Letters_n + logUKWAC,0.078,-0.102,0.263,0.0135894007192586,17.58,0.308,1176.5,euc_ukwac_skipgram_200_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_200_r1,m_RT ~ country +  Letters_n + logUKWAC,0.077,-0.122,0.27,0.0135894007192586,17.5,0.313,1177.7,ukwac,euc,lowercase,skipgram,r_01,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_200_r10,m_RT ~ country +  Letters_n + logUKWAC,0.272,0.09,0.458,0.0379793719996618,45.56,0.057,1173.7,euc_ukwac_skipgram_200_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_200_r10,m_RT ~ country +  Letters_n + logUKWAC,0.27,0.114,0.428,0.0379793719996618,45.37,0.059,1175,ukwac,euc,lowercase,skipgram,r_10,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_200_r3,m_RT ~ country +  Letters_n + logUKWAC,0.172,-0.017,0.351,0.0176266891720815,30.17,0.11,1174.9,euc_ukwac_skipgram_200_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_200_r3,m_RT ~ country +  Letters_n + logUKWAC,0.17,-0.034,0.36,0.0176266891720815,30.03,0.114,1176.1,ukwac,euc,lowercase,skipgram,r_03,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_200_r5,m_RT ~ country +  Letters_n + logUKWAC,0.244,0.038,0.408,0.0136192785351821,38.73,0.058,1173.8,euc_ukwac_skipgram_200_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_200_r5,m_RT ~ country +  Letters_n + logUKWAC,0.242,0.056,0.39,0.0136192785351821,38.64,0.06,1175,ukwac,euc,lowercase,skipgram,r_05,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_300_r1,m_RT ~ country +  Letters_n + logUKWAC,0.043,-0.141,0.218,0.0247748758738658,16.93,0.317,1176.5,euc_ukwac_skipgram_300_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_300_r1,m_RT ~ country +  Letters_n + logUKWAC,0.042,-0.137,0.226,0.0247748758738658,16.95,0.319,1177.7,ukwac,euc,lowercase,skipgram,r_01,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_300_r10,m_RT ~ country +  Letters_n + logUKWAC,0.261,0.096,0.399,0.040435090684346,45.52,0.046,1173.3,euc_ukwac_skipgram_300_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_300_r10,m_RT ~ country +  Letters_n + logUKWAC,0.259,0.098,0.411,0.040435090684346,45.4,0.048,1174.6,ukwac,euc,lowercase,skipgram,r_10,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_300_r3,m_RT ~ country +  Letters_n + logUKWAC,0.218,0.024,0.376,0.0138343775028766,36.74,0.046,1173.3,euc_ukwac_skipgram_300_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_300_r3,m_RT ~ country +  Letters_n + logUKWAC,0.217,0.028,0.387,0.0138343775028766,36.79,0.047,1174.6,ukwac,euc,lowercase,skipgram,r_03,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_300_r5,m_RT ~ country +  Letters_n + logUKWAC,0.229,0.055,0.405,0.0333991114123477,39.09,0.048,1173.4,euc_ukwac_skipgram_300_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_300_r5,m_RT ~ country +  Letters_n + logUKWAC,0.228,0.057,0.399,0.0333991114123477,39.06,0.049,1174.7,ukwac,euc,lowercase,skipgram,r_05,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_50_r1,m_RT ~ country +  Letters_n + logUKWAC,0.061,-0.155,0.231,0.0202796800758854,17.61,0.328,1176.6,euc_ukwac_skipgram_50_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_50_r1,m_RT ~ country +  Letters_n + logUKWAC,0.06,-0.157,0.24,0.0202796800758854,17.66,0.329,1177.7,ukwac,euc,lowercase,skipgram,r_01,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_50_r10,m_RT ~ country +  Letters_n + logUKWAC,0.415,0.259,0.562,-0.0396072368732336,56.34,0.011,1170.7,euc_ukwac_skipgram_50_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_50_r10,m_RT ~ country +  Letters_n + logUKWAC,0.413,0.236,0.562,-0.0396072368732336,56.3,0.011,1172,ukwac,euc,lowercase,skipgram,r_10,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_50_r3,m_RT ~ country +  Letters_n + logUKWAC,0.222,0.051,0.405,0.0348900434932536,33.52,0.11,1174.9,euc_ukwac_skipgram_50_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_50_r3,m_RT ~ country +  Letters_n + logUKWAC,0.221,0.03,0.4,0.0348900434932536,33.61,0.111,1176.1,ukwac,euc,lowercase,skipgram,r_03,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_50_r5,m_RT ~ country +  Letters_n + logUKWAC,0.307,0.078,0.472,-0.00595028823668938,44.27,0.049,1173.5,euc_ukwac_skipgram_50_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_50_r5,m_RT ~ country +  Letters_n + logUKWAC,0.305,0.123,0.458,-0.00595028823668938,44.15,0.051,1174.7,ukwac,euc,lowercase,skipgram,r_05,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_500_r1,m_RT ~ country +  Letters_n + logUKWAC,0.03,-0.151,0.205,0.0209810390409245,22.2,0.179,1175.7,euc_ukwac_skipgram_500_r1m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_500_r1,m_RT ~ country +  Letters_n + logUKWAC,0.03,-0.167,0.227,0.0209810390409245,22.3,0.18,1176.8,ukwac,euc,lowercase,skipgram,r_01,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
euc_ukwac_skipgram_500_r10,m_RT ~ country +  Letters_n + logUKWAC,0.246,0.106,0.376,0.0356441084336153,47.32,0.02,1171.8,euc_ukwac_skipgram_500_r10m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_500_r10,m_RT ~ country +  Letters_n + logUKWAC,0.244,0.075,0.384,0.0356441084336153,47.29,0.021,1173.1,ukwac,euc,lowercase,skipgram,r_10,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_500_r3,m_RT ~ country +  Letters_n + logUKWAC,0.161,-0.032,0.341,0.0167063453485065,38.97,0.029,1172.5,euc_ukwac_skipgram_500_r3m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_500_r3,m_RT ~ country +  Letters_n + logUKWAC,0.16,-0.023,0.336,0.0167063453485065,39.09,0.03,1173.7,ukwac,euc,lowercase,skipgram,r_03,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
euc_ukwac_skipgram_500_r5,m_RT ~ country +  Letters_n + logUKWAC,0.216,0.054,0.393,0.0248423955826704,44.8,0.019,1171.7,euc_ukwac_skipgram_500_r5m_RT ~ country +  Letters_n + logUKWAC,euc_ukwac_skipgram_500_r5,m_RT ~ country +  Letters_n + logUKWAC,0.214,0.037,0.369,0.0248423955826704,44.82,0.02,1173,ukwac,euc,lowercase,skipgram,r_05,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_ukwac_cbow_100_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.045,-0.221,0.169,0.0421317647746507,-20.11,0.843,1177.5,cor_ukwac_cbow_100_r1m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_100_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.045,-0.223,0.133,0.0421317647746507,-19.67,0.847,1178.7,ukwac,cor,lowercase,cbow,r_01,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_100_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.143,-0.337,0.057,-0.0225891510543279,-176.53,0.033,1172.7,cor_ukwac_cbow_100_r10m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_100_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.142,-0.31,0.025,-0.0225891510543279,-176.69,0.034,1174,ukwac,cor,lowercase,cbow,r_10,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_ukwac_cbow_100_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.07,-0.253,0.125,0.0245127466783305,-66.76,0.471,1177,cor_ukwac_cbow_100_r3m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_100_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.07,-0.271,0.11,0.0245127466783305,-66.53,0.475,1178.2,ukwac,cor,lowercase,cbow,r_03,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_100_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.129,-0.31,0.057,-0.00867842999967632,-134.45,0.109,1174.9,cor_ukwac_cbow_100_r5m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_100_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.128,-0.328,0.102,-0.00867842999967632,-133.94,0.113,1176.1,ukwac,cor,lowercase,cbow,r_05,100,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_200_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.118,-0.307,0.082,0.0370368334210153,-91.71,0.42,1176.9,cor_ukwac_cbow_200_r1m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_200_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.118,-0.354,0.077,0.0370368334210153,-91.33,0.425,1178.1,ukwac,cor,lowercase,cbow,r_01,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_200_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.149,-0.327,0.04,-0.0222732925376569,-190.84,0.038,1173,cor_ukwac_cbow_200_r10m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_200_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.149,-0.321,0.056,-0.0222732925376569,-190.88,0.039,1174.3,ukwac,cor,lowercase,cbow,r_10,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_ukwac_cbow_200_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.119,-0.327,0.098,0.0582163061743305,-123.52,0.239,1176.1,cor_ukwac_cbow_200_r3m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_200_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.119,-0.268,0.093,0.0582163061743305,-123.47,0.242,1177.3,ukwac,cor,lowercase,cbow,r_03,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_200_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.173,-0.36,0.032,0.0336651294235235,-195.92,0.04,1173.1,cor_ukwac_cbow_200_r5m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_200_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.172,-0.349,-0.015,0.0336651294235235,-195.67,0.042,1174.4,ukwac,cor,lowercase,cbow,r_05,200,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_ukwac_cbow_300_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.147,-0.321,0.05,0.00680298428152447,-110.07,0.404,1176.8,cor_ukwac_cbow_300_r1m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_300_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.145,-0.333,0.029,0.00680298428152447,-107.86,0.416,1178,ukwac,cor,lowercase,cbow,r_01,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_300_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.147,-0.371,0.052,0.00478922545840682,-220.86,0.038,1173,cor_ukwac_cbow_300_r10m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_300_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.147,-0.309,0.042,0.00478922545840682,-221.53,0.039,1174.2,ukwac,cor,lowercase,cbow,r_10,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_ukwac_cbow_300_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.117,-0.301,0.074,0.0601068835493839,-128.83,0.237,1176.1,cor_ukwac_cbow_300_r3m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_300_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.116,-0.307,0.062,0.0601068835493839,-128.18,0.243,1177.3,ukwac,cor,lowercase,cbow,r_03,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_300_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.193,-0.369,0.004,0.033261914447528,-219.08,0.033,1172.7,cor_ukwac_cbow_300_r5m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_300_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.192,-0.386,0.005,0.033261914447528,-218.7,0.034,1174,ukwac,cor,lowercase,cbow,r_05,300,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cor_ukwac_cbow_50_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.008,-0.231,0.197,0.0344452413459303,-16.77,0.845,1177.5,cor_ukwac_cbow_50_r1m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_50_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.006,-0.201,0.186,0.0344452413459303,-14.97,0.862,1178.7,ukwac,cor,lowercase,cbow,r_01,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_50_r10,m_RT ~ country +  Letters_n + logUKWAC,0.048,-0.123,0.22,-0.00345366088536549,-72.61,0.256,1176.2,cor_ukwac_cbow_50_r10m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_50_r10,m_RT ~ country +  Letters_n + logUKWAC,0.049,-0.141,0.243,-0.00345366088536549,-71.91,0.264,1177.4,ukwac,cor,lowercase,cbow,r_10,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_50_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.018,-0.216,0.148,0.0449228898382632,-66.03,0.397,1176.8,cor_ukwac_cbow_50_r3m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_50_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.017,-0.204,0.189,0.0449228898382632,-64.85,0.408,1178,ukwac,cor,lowercase,cbow,r_03,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_50_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.022,-0.213,0.17,0.00463426934127704,-74.26,0.261,1176.2,cor_ukwac_cbow_50_r5m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_50_r5,m_RT ~ country +  Letters_n + logUKWAC,-0.02,-0.226,0.21,0.00463426934127704,-72.91,0.273,1177.5,ukwac,cor,lowercase,cbow,r_05,50,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_500_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.153,-0.348,0.057,0.0101291348776678,-65.85,0.681,1177.4,cor_ukwac_cbow_500_r1m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_500_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.151,-0.349,0.062,0.0101291348776678,-63.23,0.695,1178.6,ukwac,cor,lowercase,cbow,r_01,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_500_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.008,-0.203,0.22,0.0478396397403187,-162.61,0.181,1175.7,cor_ukwac_cbow_500_r10m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_500_r10,m_RT ~ country +  Letters_n + logUKWAC,-0.007,-0.211,0.182,0.0478396397403187,-162.27,0.185,1176.9,ukwac,cor,lowercase,cbow,r_10,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_500_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.087,-0.272,0.097,0.0779855434155539,-63.43,0.624,1177.3,cor_ukwac_cbow_500_r3m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_500_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.087,-0.258,0.11,0.0779855434155539,-62.79,0.629,1178.5,ukwac,cor,lowercase,cbow,r_03,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_cbow_500_r5,m_RT ~ country +  Letters_n + logUKWAC,0.059,-0.151,0.266,0.0387248803249694,-60.87,0.606,1177.3,cor_ukwac_cbow_500_r5m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_cbow_500_r5,m_RT ~ country +  Letters_n + logUKWAC,0.059,-0.099,0.237,0.0387248803249694,-60.24,0.612,1178.5,ukwac,cor,lowercase,cbow,r_05,500,predict,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_conditional_probability_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.535,-0.637,-0.426,0.0015862737043216,-272.14,0.004,1168.8,cor_ukwac_conditional_probability_None_r1m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_conditional_probability_None_r1,m_RT ~ country +  Letters_n + logUKWAC,-0.535,-0.636,-0.419,0.0015862737043216,-273.34,0.004,1170,ukwac,cor,lowercase,conditional_probability_None,r_01,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cor_ukwac_conditional_probability_None_r10,m_RT ~ country +  Letters_n + logUKWAC,0.215,0.004,0.393,0.0609166924631282,777.24,0.07,1174.1,cor_ukwac_conditional_probability_None_r10m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_conditional_probability_None_r10,m_RT ~ country +  Letters_n + logUKWAC,0.211,-0.007,0.409,0.0609166924631282,764.74,0.077,1175.4,ukwac,cor,lowercase,conditional_probability_None,r_10,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cor_ukwac_conditional_probability_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.077,-0.278,0.132,0.0355883837372081,181.02,0.374,1176.7,cor_ukwac_conditional_probability_None_r3m_RT ~ country +  Letters_n + logUKWAC,cor_ukwac_conditional_probability_None_r3,m_RT ~ country +  Letters_n + logUKWAC,-0.08,-0.241,0.102,0.0355883837372081,175.05,0.393,1178,ukwac,cor,lowercase,conditional_probability_None,r_03,None,count,1173.01,1174.19,TRUE,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
