First word,Second word,cosine distance
rebecca,career,0.998809143949489
rebecca,family,0.9972449734752556
rebecca,male,0.9991009373915781
rebecca,female,0.9981313177736404
michelle,career,0.9992607667315045
michelle,family,0.9979167037537646
michelle,male,0.9996077325537776
michelle,female,0.9995475284566588
emily,career,0.9995059178510186
emily,family,0.9962519324498449
emily,male,0.9995082583903134
emily,female,0.9981063652089107
julia,career,0.9983742520121839
julia,family,0.9976468982864757
julia,male,0.9996196414063981
julia,female,0.9989396179375786
anna,career,0.9983399727737299
anna,family,0.9968275057525455
anna,male,0.9988052392578304
anna,female,0.9971579601740342
ben,career,0.9987153162859963
ben,family,0.9981940364399775
ben,male,0.9984387321587148
ben,female,0.9988848582102029
paul,career,0.9974268982401102
paul,family,0.9948125822464671
paul,male,0.9971705267574097
paul,female,0.9978347658335813
daniel,career,0.9991344393559835
daniel,family,0.9974867595025922
daniel,male,0.9965671484688926
daniel,female,0.9990125119852109
john,career,0.9952346100600072
john,family,0.9850556893729615
john,male,0.9968427450353883
john,female,0.9976981491958182
jeffrey,career,0.9994466103676644
jeffrey,family,0.9987931482154147
jeffrey,male,0.9995693933958916
jeffrey,female,0.99979562776586
career,career,0.0
career,family,0.9964940865082774
career,male,0.9992841089656495
career,female,0.9985988382194058
corporation,career,0.9981301603922499
corporation,family,0.9981071482862092
corporation,male,0.999868774614399
corporation,female,0.9990909634595555
salary,career,0.9895191673992346
salary,family,0.9969740722052752
salary,male,0.9993157230054205
salary,female,0.9987930335061315
office,career,0.9968193345330031
office,family,0.9929198041377457
office,male,0.9988547732759452
office,female,0.9983727150396897
professional,career,0.9848790922018471
professional,family,0.9953645541642329
professional,male,0.9926162488394072
professional,female,0.9918648956592727
management,career,0.9818630401510487
management,family,0.9966637076091306
management,male,0.9992210264254217
management,female,0.9988760457860275
business,career,0.9896993282854281
business,family,0.9872028690662602
business,male,0.9991842963195392
business,female,0.998290379088241
wedding,career,0.9993664745125895
wedding,family,0.9962645174317545
wedding,male,0.9995742854864427
wedding,female,0.9987410739002637
marriage,career,0.9984782773601985
marriage,family,0.9826401171283511
marriage,male,0.9987216844733448
marriage,female,0.9976832889641672
parents,career,0.9979077522963115
parents,family,0.9818786144854998
parents,male,0.9984797846702929
parents,female,0.9985584743156847
relatives,career,0.9996376854070629
relatives,family,0.9863719567752767
relatives,male,0.9973506478505466
relatives,female,0.9983438014087966
family,career,0.9964940865082774
family,family,0.0
family,male,0.9954355956725635
family,female,0.9957113031407097
home,career,0.9931845563410875
home,family,0.976093259484417
home,male,0.9965967662190375
home,female,0.9953706511342454
children,career,0.9976406882609815
children,family,0.9710337086036633
children,male,0.9966342502062382
children,female,0.9967970773739904
