First word,Second word,cosine distance
rebecca,career,0.37948867219888394
rebecca,family,0.42942337412644427
rebecca,male,0.4396774408268864
rebecca,female,0.4263912013061658
michelle,career,0.38432682616948666
michelle,family,0.4396076800506097
michelle,male,0.44265247657147533
michelle,female,0.4288901515917005
emily,career,0.3947950143483909
emily,family,0.43462414688017736
emily,male,0.44205412949582323
emily,female,0.4275301588907614
julia,career,0.3688533206327984
julia,family,0.4196736262728259
julia,male,0.43687147963048734
julia,female,0.4204990624107169
anna,career,0.35832229173706553
anna,family,0.3914393474642517
anna,male,0.4158823514517831
anna,female,0.39854757919535755
ben,career,0.33447723663264894
ben,family,0.350724606581272
ben,male,0.39008874231754365
ben,female,0.3761734126432952
paul,career,0.32356278491498736
paul,family,0.2975154243750924
paul,male,0.39385817433344184
paul,female,0.3770755313391366
daniel,career,0.33896401460377035
daniel,family,0.35614754179811203
daniel,male,0.3939867296591514
daniel,female,0.3794298368975455
john,career,0.3750805129311858
john,family,0.29964969706823197
john,male,0.4362305181967211
john,female,0.4203884243508854
jeffrey,career,0.42852438871203846
jeffrey,family,0.48968646358965506
jeffrey,male,0.4850332409468805
jeffrey,female,0.4759896507841085
career,career,0.0
career,family,0.2922287294405509
career,male,0.3340886077237377
career,female,0.31263243026128795
corporation,career,0.3443060430070263
corporation,family,0.3919894870245947
corporation,male,0.4227770339602459
corporation,female,0.41450172722979384
salary,career,0.364899301776725
salary,family,0.4570361736932843
salary,male,0.4490506281513038
salary,female,0.4421783622989519
office,career,0.3210527212611729
office,family,0.28927413744187114
office,male,0.39360262650522804
office,female,0.38286279093977504
professional,career,0.23082281118255232
professional,family,0.28839240088834994
professional,male,0.33924532718309786
professional,female,0.31863294865380154
management,career,0.29350148320788205
management,family,0.3051510923283496
management,male,0.3835641186182718
management,female,0.37141532566167634
business,career,0.27262261434552004
business,family,0.26452335728210075
business,male,0.37320925143440886
business,female,0.35763622662816874
wedding,career,0.33702469854601613
wedding,family,0.3527430581133668
wedding,male,0.38727255107093983
wedding,female,0.37302904450381313
marriage,career,0.2986444293595073
marriage,family,0.3131618932664958
marriage,male,0.3437247328339649
marriage,female,0.33511017915415353
parents,career,0.2569512932231568
parents,family,0.24073609152762943
parents,male,0.2931658990479479
parents,female,0.28219827622423954
relatives,career,0.3569262349905956
relatives,family,0.36969477346917123
relatives,male,0.3553860534899973
relatives,female,0.3516580469724292
family,career,0.2922287294405509
family,family,0.0
family,male,0.32815851335835666
family,female,0.31530944695448326
home,career,0.3074606004395357
home,family,0.23155079284121505
home,male,0.3568406213333677
home,female,0.3418215436058575
children,career,0.29304199603834247
children,family,0.21846590211911765
children,male,0.3132128239604317
children,female,0.29922587066541495
