First word,Second word,Association
rebecca,career,2.106568434792543
rebecca,family,4.294094591368405
rebecca,male,0.0
rebecca,female,0.0
michelle,career,0.0
michelle,family,2.550023257964628
michelle,male,0.9629238995020135
michelle,female,0.9108296139911486
emily,career,0.0
emily,family,3.440579697167753
emily,male,0.9660794353461089
emily,female,1.827628870020051
julia,career,0.6152020947269748
julia,family,1.164472285527214
julia,male,0.0
julia,female,5.567087581804102
anna,career,0.6145728928914067
anna,family,1.789663560197008
anna,male,0.9799123293321438
anna,female,2.780696903874793
ben,career,0.1344743529203475
ben,family,0.9202489276175828
ben,male,0.4288281436743888
ben,female,0.0
paul,career,0.8848595592147068
paul,family,0.763822421397133
paul,male,0.2015533997748041
paul,female,0.3812986787646029
daniel,career,0.3070509177437776
daniel,family,2.280072070646753
daniel,male,0.4895806234054692
daniel,female,0.9261885190814437
john,career,1.539259735679245
john,family,0.8964785432247767
john,male,0.2583462280506936
john,female,0.3054620870003008
jeffrey,career,3.310736341733183
jeffrey,family,0.9641011272631542
jeffrey,male,5.278839008289275
jeffrey,female,0.0
career,career,15.95381237856513
career,family,0.9884725581034457
career,male,1.08245646660585
career,female,1.023895456484895
corporation,career,0.0
corporation,family,0.0
corporation,male,0.0
corporation,female,0.0
salary,career,6.184205619463871
salary,family,0.7503617264076435
salary,male,1.643412144090057
salary,female,0.0
office,career,0.4393497448450485
office,family,0.4094099105903634
office,male,0.4203155428841867
office,female,0.2650509515014091
professional,career,34.24620820005708
professional,family,0.6054821958417387
professional,male,2.730211667018736
professional,female,2.213577364350563
management,career,7.44492669691278
management,family,0.216799572059176
management,male,0.5935321542539899
management,female,0.561422001499887
business,career,3.181915211203248
business,family,4.808873609845674
business,male,0.6422074401799742
business,female,0.5467175543461852
wedding,career,0.2705075217037073
wedding,family,1.595153083389709
wedding,male,0.0
wedding,female,0.0
marriage,career,2.42468938171925
marriage,family,2.153544967314438
marriage,male,1.93303597297388
marriage,female,1.09707511258492
parents,career,0.9089223217178413
parents,family,2.882095252206676
parents,male,0.9661606184919362
parents,female,0.6092608174260118
relatives,career,0.6728988197363636
relatives,family,4.898778124251468
relatives,male,2.145821455777163
relatives,female,8.118929145990526
family,career,0.9884725581034459
family,family,5.47630057468885
family,male,0.9062463759873983
family,female,0.5590554460008385
home,career,0.3981878487103028
home,family,8.604758284264882
home,male,0.2380855795472011
home,female,0.4504102486769417
children,career,0.6973611234219083
children,family,1.995208499640733
children,male,0.5559574549595285
children,female,0.420704077951057
