First word,Second word,Association
rebecca,career,0.0
rebecca,family,0.0
rebecca,male,0.0
rebecca,female,0.0
michelle,career,0.0
michelle,family,0.0
michelle,male,0.0
michelle,female,0.0
emily,career,0.0
emily,family,0.0
emily,male,0.0
emily,female,0.0
julia,career,0.0
julia,family,1.6458549030870542
julia,male,0.0
julia,female,0.0
anna,career,2.513973778342717
anna,family,-0.6381298979036334
anna,male,0.0
anna,female,0.0
ben,career,0.0
ben,family,0.0
ben,male,0.0
ben,female,1.1833006151671366
paul,career,-0.7800808180635371
paul,family,-1.3472219935887302
paul,male,0.0
paul,female,0.0
daniel,career,0.0
daniel,family,-0.037005240874629836
daniel,male,0.0
daniel,female,0.0
john,career,0.02163055289642467
john,family,-0.9929695995999909
john,male,-2.811494731692169
john,female,0.0
jeffrey,career,0.0
jeffrey,family,0.0
jeffrey,male,0.0
jeffrey,female,0.0
career,career,0.0
career,family,-0.3560622999072374
career,male,2.0921991086954863
career,female,-0.26050530675542927
corporation,career,0.0
corporation,family,0.0
corporation,male,0.0
corporation,female,0.8485042012511083
salary,career,3.331660064537218
salary,family,0.0
salary,male,0.0
salary,female,0.0
office,career,0.0
office,family,-4.064878269470178
office,male,-2.4239717829250593
office,female,-0.9693212763183691
professional,career,4.8723878424075515
professional,family,0.10557432204599324
professional,male,0.7464808085911125
professional,female,-0.7988686848021984
management,career,1.077753311714773
management,family,-3.881705286589181
management,male,-1.2407988000440604
management,female,-0.7861482934373718
business,career,1.7635829997323884
business,family,2.7902824762748035
business,male,-0.3325766906899981
business,female,-2.4628886848044655
wedding,career,0.0
wedding,family,2.2103965351908963
wedding,male,0.0
wedding,female,0.0
marriage,career,0.0
marriage,family,1.9494821812314727
marriage,male,0.0
marriage,female,-0.27688892050408187
parents,career,0.0
parents,family,0.027879870490960166
parents,male,-1.7906452616012172
parents,female,0.248967745726628
relatives,career,0.0
relatives,family,1.9865410562617767
relatives,male,4.5205323388903835
relatives,female,5.082098049413585
family,career,-0.3560622999072374
family,family,0.29918894590401707
family,male,1.3806680238351179
family,female,1.1723535177193771
home,career,-2.9306856474021474
home,family,3.2391387712388653
home,male,0.4650077585051414
home,female,0.47219928814060835
children,career,-1.7962786604893972
children,family,-0.4248203806787343
children,male,1.3929638679504632
children,female,0.9545295784736649
