First word,Second word,Association
rebecca,career,0.00016769939173440964
rebecca,family,0.0005315218009209255
rebecca,male,5.116252629185379e-05
rebecca,female,0.00017054175430617928
michelle,career,0.0002157908098502158
michelle,family,0.0004442751967504442
michelle,male,3.490733688753491e-05
michelle,female,0.00021896420411271898
emily,career,8.768084173608066e-05
emily,family,0.0008360994551261978
emily,male,5.636625540176614e-05
emily,female,0.00015344147303814117
julia,career,0.00019108280254777067
julia,family,0.0006050955414012739
julia,male,3.715498938428875e-05
julia,female,0.00013535031847133758
anna,career,0.00013506212857914638
anna,family,0.0006432333873581847
anna,male,5.402485143165856e-05
anna,female,0.0001519448946515397
ben,career,0.00011684192956100818
ben,family,0.00028793189784677014
ben,male,4.520669893729483e-05
ben,female,2.6428531686418513e-05
paul,career,0.00013332962490395745
paul,family,0.00029707995953176443
paul,male,3.963383895450104e-05
paul,female,3.302819912875087e-05
daniel,career,8.567418290526622e-05
daniel,family,0.0003973823802840008
daniel,male,5.1039938752073496e-05
daniel,female,2.5519969376036748e-05
john,career,0.0001312148702340832
john,family,0.0004878633600127096
john,male,4.052656586265686e-05
john,female,2.8684865129648233e-05
jeffrey,career,9.388691842269976e-05
jeffrey,family,0.00028687669518047144
jeffrey,male,4.694345921134988e-05
jeffrey,female,2.0863759649488834e-05
career,career,0.005786020493517357
career,family,0.0006916126446396207
career,male,3.703122821692458e-05
career,female,8.473616339049213e-05
corporation,career,8.42525502598867e-05
corporation,family,0.00016656081089839143
corporation,male,3.888579242764003e-06
corporation,female,8.42525502598867e-06
salary,career,0.0011273715639937337
salary,family,0.00022226090216503542
salary,male,4.6192777859600734e-05
salary,female,3.8159251275322345e-05
office,career,8.283411970524306e-05
office,family,0.00023826774343659252
office,male,1.914388544298951e-05
office,female,2.1720946944930403e-05
professional,career,0.0008895940234144863
professional,family,0.00029983156628685554
professional,male,3.8013704490506354e-05
professional,female,5.280360237909564e-05
management,career,0.0005067724494156556
management,family,0.00011351284814477619
management,male,1.079968785418331e-05
management,female,1.2715761505731963e-05
business,career,0.00027538594414976906
business,family,0.0005643289697936686
business,male,1.2073631847356328e-05
business,female,2.113915746653173e-05
wedding,career,2.6244522882181107e-05
wedding,family,0.0008082552336903602
wedding,male,2.738558909444985e-05
wedding,female,4.3740871470301844e-05
marriage,career,0.00020806477146798744
marriage,family,0.002616640658570233
marriage,male,0.00015435239839880588
marriage,female,0.00016905262681773977
parents,career,9.029637091429631e-05
parents,family,0.001884294727354664
parents,male,4.738488455319036e-05
parents,female,4.788192879675529e-05
relatives,career,3.931275480489225e-05
relatives,family,0.0033532323820617354
relatives,male,0.0003013977868375073
relatives,female,0.00030722189866045426
family,career,0.00023840452931061666
family,family,0.004966923718059424
family,male,9.941656592354536e-05
family,female,7.76410341124969e-05
home,career,0.00010694577984981684
home,family,0.0012577605825739586
home,male,3.919078259997263e-05
home,female,4.599178608803729e-05
children,career,7.10539597551074e-05
children,family,0.0015010423295516884
children,male,6.218867262074565e-05
children,female,5.016348116126484e-05
