First word,Second word,Association
rebecca,career,1.397850578451229
rebecca,family,1.3321749540432852
rebecca,male,0.9453704538662294
rebecca,female,2.198073695970387
michelle,career,1.2852405558199975
michelle,family,1.1392275096777933
michelle,male,0.0
michelle,female,1.636046136321193
emily,career,0.6341282081010796
emily,family,1.5301242205828725
emily,male,0.41660954854289073
emily,female,2.825245826816825
julia,career,1.381955200011366
julia,family,1.6672993696574199
julia,male,0.7061576073868723
julia,female,1.7102934530172977
anna,career,0.9279606432635297
anna,family,1.4646936077120922
anna,male,0.4492169544559925
anna,female,1.5231867948671072
ben,career,0.7846688263570906
ben,family,0.7559618293299054
ben,male,0.9715413251354189
ben,female,0.17927963420044452
paul,career,0.9252976725648849
paul,family,0.6881858374180015
paul,male,0.4278441146854159
paul,female,0.33607335029199603
daniel,career,0.6327988957925866
daniel,family,1.0361220103877908
daniel,male,0.6062819830460213
daniel,female,0.2349436092881452
john,career,0.9489764113830945
john,family,1.0884438675372656
john,male,0.6653951921043583
john,female,0.2891342684029002
jeffrey,career,0.9053493277771102
jeffrey,family,0.4681219654309229
jeffrey,male,0.6939291322328747
jeffrey,female,0.0
career,career,30.008268681319343
career,family,3.7296958815397443
career,male,0.6520550366201711
career,female,0.715930556164236
corporation,career,0.4687184677308076
corporation,family,0.21327383274282707
corporation,male,0.04311141208301039
corporation,female,0.08353168195270423
salary,career,6.913939240245919
salary,family,0.3337943060610598
salary,male,1.2023787664705845
salary,female,0.4314262007423767
office,career,0.39192856304943774
office,family,0.41925357806000974
office,male,0.3379546095894073
office,female,0.28470134350179277
professional,career,11.891565325458442
professional,family,0.7691182119873797
professional,male,0.9513015665134312
professional,female,1.5675247583659073
management,career,6.218233508755922
management,family,0.2397080012780305
management,male,0.13904433667680605
management,female,0.14592993644894534
business,career,2.3042761043439213
business,family,3.292678911174945
business,male,0.1562419711214827
business,female,0.3823968694513057
wedding,career,0.1760523907836615
wedding,family,1.8395655182478472
wedding,male,0.227711332895642
wedding,female,0.906928067360408
marriage,career,1.99545950660136
marriage,family,9.646831110485703
marriage,male,1.955719759382056
marriage,female,2.0039872402204173
parents,career,0.5080565004239046
parents,family,4.973065965307302
parents,male,1.0800712709011495
parents,female,0.98229774813967
relatives,career,0.168485316561277
relatives,family,8.95857240698586
relatives,male,14.721967218416118
relatives,female,15.763785713494785
family,career,3.729695881539744
family,family,7.049022503899901
family,male,1.2387252724366187
family,female,1.035538078217263
home,career,0.7894423059819395
home,family,5.982559941636278
home,male,0.42695539642591745
home,female,0.5807248403105107
children,career,0.3529543885933075
children,family,3.568147590016224
children,male,1.5647997623967895
children,female,0.8937376362099845
