lmd_A,baseline_A,corLDMmRT_A,corLDMmRT_CI_lower_A,corLDMmRT_CI_upper_A,corLDM_congruent_A,coef_A,p_value_A,BIC_A,ext_model,lmd_B,baseline_B,corLDMmRT_B,corLDMmRT_CI_lower_B,corLDMmRT_CI_upper_B,corLDM_congruent_B,coef_B,p_value_B,BIC_B,corpora,measure,stimuli,model,window_radius,embedding_size,family,base_BIC_A,base_BIC_B,C1_corr_dir,C0_bAB,C2_B_inCI,C1C2,C3_AB_pvalue,C1C2C3,C4_dBIC_AB,C1C2C3C4
cos_bnc_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.122,-0.077,0.314,-0.17049497399696,46.89,0.563,1182.4,cos_bnc_cbow_200_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.124,-0.08,0.317,-0.17049497399696,49.36,0.545,1183.6,bnc,cos,lowercase,cbow,r_03,200,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.232,0.049,0.412,-0.215819696177859,97.02,0.2,1181,cos_bnc_cbow_200_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.234,0.06,0.413,-0.215819696177859,99.73,0.191,1182.1,bnc,cos,lowercase,cbow,r_05,200,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.062,-0.256,0.163,-0.0872904984357375,-58.27,0.62,1182.5,cos_bnc_cbow_300_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.061,-0.251,0.145,-0.0872904984357375,-56.68,0.632,1183.7,bnc,cos,lowercase,cbow,r_01,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.183,-0.02,0.366,-0.202398894911746,75.12,0.319,1181.7,cos_bnc_cbow_300_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.185,0.01,0.369,-0.202398894911746,77.8,0.305,1182.8,bnc,cos,lowercase,cbow,r_10,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.097,-0.098,0.261,-0.161101225475858,35.17,0.65,1182.5,cos_bnc_cbow_300_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.1,-0.09,0.301,-0.161101225475858,37.85,0.627,1183.7,bnc,cos,lowercase,cbow,r_03,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.166,-0.011,0.321,-0.197056974327118,63.25,0.373,1181.9,cos_bnc_cbow_300_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.168,-0.028,0.342,-0.197056974327118,65.92,0.356,1183.1,bnc,cos,lowercase,cbow,r_05,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.11,-0.295,0.077,-0.123795702104667,-23.95,0.781,1182.7,cos_bnc_cbow_50_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.107,-0.291,0.108,-0.123795702104667,-21.91,0.801,1183.9,bnc,cos,lowercase,cbow,r_01,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.198,-0.003,0.37,-0.193729673132712,56.01,0.318,1181.7,cos_bnc_cbow_50_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.2,0.001,0.386,-0.193729673132712,58.02,0.304,1182.8,bnc,cos,lowercase,cbow,r_10,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.089,-0.093,0.267,-0.179152763799409,46.08,0.436,1182.1,cos_bnc_cbow_50_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_50_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.092,-0.078,0.29,-0.179152763799409,48.91,0.412,1183.2,bnc,cos,lowercase,cbow,r_03,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.165,-0.037,0.336,-0.18366284714464,56.57,0.296,1181.6,cos_bnc_cbow_50_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_50_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.167,-0.007,0.317,-0.18366284714464,58.72,0.281,1182.7,bnc,cos,lowercase,cbow,r_05,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.066,-0.248,0.13,-0.0793797544279757,-75.85,0.52,1182.3,cos_bnc_cbow_500_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_500_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.064,-0.273,0.147,-0.0793797544279757,-74.49,0.53,1183.5,bnc,cos,lowercase,cbow,r_01,500,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.186,-0.019,0.354,-0.187908347656651,74.46,0.313,1181.7,cos_bnc_cbow_500_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_500_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.188,-0.004,0.369,-0.187908347656651,76.68,0.302,1182.8,bnc,cos,lowercase,cbow,r_10,500,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.166,-0.025,0.364,-0.184679887082626,61.03,0.467,1182.2,cos_bnc_cbow_500_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_500_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.169,-0.02,0.36,-0.184679887082626,63.94,0.449,1183.4,bnc,cos,lowercase,cbow,r_03,500,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.203,0.013,0.375,-0.225072601408952,96.79,0.215,1181.1,cos_bnc_cbow_500_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_cbow_500_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.206,0.01,0.373,-0.225072601408952,100.13,0.202,1182.2,bnc,cos,lowercase,cbow,r_05,500,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.334,-0.504,-0.171,0.0110435335669609,-60.28,0.486,1182.2,cos_bnc_conditional_probability_None_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_conditional_probability_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.335,-0.49,-0.158,0.0110435335669609,-62.72,0.471,1183.4,bnc,cos,lowercase,conditional_probability_None,r_01,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.358,-0.482,-0.231,0.0334359065667595,-613.39,0.151,1180.6,cos_bnc_conditional_probability_None_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_conditional_probability_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.357,-0.472,-0.231,0.0334359065667595,-608.88,0.157,1181.8,bnc,cos,lowercase,conditional_probability_None,r_10,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.336,-0.457,-0.188,0.0362830082842731,-112.65,0.516,1182.3,cos_bnc_conditional_probability_None_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_conditional_probability_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.336,-0.459,-0.22,0.0362830082842731,-115.22,0.509,1183.5,bnc,cos,lowercase,conditional_probability_None,r_03,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.344,-0.476,-0.213,0.0410362086315751,-263.2,0.34,1181.8,cos_bnc_conditional_probability_None_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_conditional_probability_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.344,-0.474,-0.191,0.0410362086315751,-265.29,0.34,1183,bnc,cos,lowercase,conditional_probability_None,r_05,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.473,-0.61,-0.313,0.0332497265465534,-709.47,0.004,1173.8,cos_bnc_log_cooccurrence_None_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_log_cooccurrence_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.472,-0.617,-0.318,0.0332497265465534,-708.41,0.004,1175.2,bnc,cos,lowercase,log_cooccurrence_None,r_01,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_bnc_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.459,-0.579,-0.316,0.0269504877065445,-589.49,0.006,1174.7,cos_bnc_log_cooccurrence_None_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_log_cooccurrence_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.457,-0.587,-0.309,0.0269504877065445,-584.5,0.007,1176.1,bnc,cos,lowercase,log_cooccurrence_None,r_10,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_bnc_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.479,-0.606,-0.335,0.0414215343871884,-759.18,0.001,1171.6,cos_bnc_log_cooccurrence_None_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_log_cooccurrence_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.478,-0.579,-0.347,0.0414215343871884,-754.77,0.001,1173.1,bnc,cos,lowercase,log_cooccurrence_None,r_03,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_bnc_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.472,-0.614,-0.322,0.0329032176883581,-681.02,0.002,1172.9,cos_bnc_log_cooccurrence_None_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_log_cooccurrence_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.471,-0.585,-0.325,0.0329032176883581,-676.12,0.003,1174.4,bnc,cos,lowercase,log_cooccurrence_None,r_05,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
cos_bnc_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.479,-0.606,-0.321,0.123743633946069,-2223.44,0.023,1177.2,cos_bnc_pmi_None_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_pmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.477,-0.606,-0.363,0.123743633946069,-2225.12,0.024,1178.5,bnc,cos,lowercase,pmi_None,r_01,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_bnc_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.067,-0.26,0.164,-0.0491166378598147,235.58,0.727,1182.6,cos_bnc_pmi_None_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_pmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.065,-0.268,0.138,-0.0491166378598147,257.78,0.704,1183.8,bnc,cos,lowercase,pmi_None,r_10,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.305,-0.495,-0.13,0.0232257342902481,-948.07,0.23,1181.2,cos_bnc_pmi_None_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_pmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.302,-0.494,-0.086,0.0232257342902481,-925.53,0.244,1182.5,bnc,cos,lowercase,pmi_None,r_03,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.217,-0.417,0.002,-0.0162884999415336,-549.11,0.44,1182.1,cos_bnc_pmi_None_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_pmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.214,-0.411,0.01,-0.0162884999415336,-523.29,0.464,1183.4,bnc,cos,lowercase,pmi_None,r_05,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.408,-0.529,-0.28,0.103684026188819,-1917.85,0.129,1180.3,cos_bnc_ppmi_None_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_ppmi_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.407,-0.551,-0.245,0.103684026188819,-1919.39,0.131,1181.5,bnc,cos,lowercase,ppmi_None,r_01,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.073,-0.137,0.264,-0.0856575440140172,1405.4,0.14,1180.4,cos_bnc_ppmi_None_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_ppmi_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.075,-0.127,0.253,-0.0856575440140172,1443.74,0.131,1181.5,bnc,cos,lowercase,ppmi_None,r_10,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.195,-0.404,-0.005,-0.0231372570190509,-452.14,0.694,1182.6,cos_bnc_ppmi_None_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_ppmi_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.192,-0.383,0.003,-0.0231372570190509,-408,0.724,1183.8,bnc,cos,lowercase,ppmi_None,r_03,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.102,-0.321,0.107,-0.0624863856726566,82.73,0.936,1182.8,cos_bnc_ppmi_None_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_ppmi_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.099,-0.319,0.113,-0.0624863856726566,133.28,0.898,1184,bnc,cos,lowercase,ppmi_None,r_05,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.219,-0.372,-0.073,0.333348904010919,-53838.6,0.125,1180.2,cos_bnc_probability_ratios_None_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_probability_ratios_None_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.22,-0.398,-0.056,0.333348904010919,-54385.03,0.124,1181.4,bnc,cos,lowercase,probability_ratios_None,r_01,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.104,-0.074,0.311,-0.068588225394362,8798.31,0.017,1176.6,cos_bnc_probability_ratios_None_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_probability_ratios_None_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.106,-0.109,0.298,-0.068588225394362,8967.3,0.015,1177.7,bnc,cos,lowercase,probability_ratios_None,r_10,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
cos_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.163,-0.056,0.326,-0.136111206651138,6995.38,0.139,1180.4,cos_bnc_probability_ratios_None_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_probability_ratios_None_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.165,-0.091,0.354,-0.136111206651138,7201.25,0.13,1181.5,bnc,cos,lowercase,probability_ratios_None,r_03,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.064,-0.126,0.222,-0.199473818117041,8394.88,0.099,1179.8,cos_bnc_probability_ratios_None_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_probability_ratios_None_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.068,-0.133,0.243,-0.199473818117041,8793.23,0.086,1180.8,bnc,cos,lowercase,probability_ratios_None,r_05,None,count,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.048,-0.262,0.169,-0.122485065221143,17.15,0.878,1182.7,cos_bnc_skipgram_100_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_100_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.047,-0.274,0.178,-0.122485065221143,18.75,0.868,1183.9,bnc,cos,lowercase,skipgram,r_01,100,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.149,-0.046,0.336,-0.234029021306593,255.53,0.084,1179.5,cos_bnc_skipgram_100_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_100_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.15,-0.033,0.354,-0.234029021306593,259.53,0.081,1180.7,bnc,cos,lowercase,skipgram,r_10,100,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.04,-0.145,0.253,-0.151092932201463,110.06,0.364,1181.9,cos_bnc_skipgram_100_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_100_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.041,-0.178,0.236,-0.151092932201463,113.09,0.353,1183,bnc,cos,lowercase,skipgram,r_03,100,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.113,-0.084,0.31,-0.123165349436858,205.45,0.131,1180.3,cos_bnc_skipgram_100_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_100_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.114,-0.092,0.325,-0.123165349436858,209.7,0.126,1181.5,bnc,cos,lowercase,skipgram,r_05,100,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.075,-0.305,0.159,-0.110911614056671,-10.07,0.938,1182.8,cos_bnc_skipgram_200_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_200_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.074,-0.309,0.153,-0.110911614056671,-7.83,0.952,1184,bnc,cos,lowercase,skipgram,r_01,200,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.005,-0.192,0.206,-0.149625414994742,186.71,0.232,1181.2,cos_bnc_skipgram_200_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_200_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.005,-0.229,0.236,-0.149625414994742,190.25,0.226,1182.4,bnc,cos,lowercase,skipgram,r_10,200,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.058,-0.269,0.165,-0.0706932247492045,23.35,0.855,1182.7,cos_bnc_skipgram_200_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_200_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.057,-0.231,0.144,-0.0706932247492045,25.42,0.844,1183.9,bnc,cos,lowercase,skipgram,r_03,200,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.037,-0.233,0.175,-0.135473885018556,75.04,0.571,1182.4,cos_bnc_skipgram_200_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_200_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.036,-0.248,0.169,-0.135473885018556,78.38,0.557,1183.6,bnc,cos,lowercase,skipgram,r_05,200,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.003,-0.232,0.209,-0.14665478112281,56.6,0.693,1182.6,cos_bnc_skipgram_300_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_300_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.002,-0.193,0.222,-0.14665478112281,59.2,0.682,1183.8,bnc,cos,lowercase,skipgram,r_01,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.036,-0.239,0.148,-0.101958550760447,189.68,0.256,1181.4,cos_bnc_skipgram_300_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_300_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.036,-0.211,0.152,-0.101958550760447,193.33,0.25,1182.5,bnc,cos,lowercase,skipgram,r_10,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.053,-0.263,0.157,-0.129122571442016,40.7,0.775,1182.7,cos_bnc_skipgram_300_r3m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_300_r3,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.052,-0.262,0.173,-0.129122571442016,42.97,0.764,1183.9,bnc,cos,lowercase,skipgram,r_03,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.09,-0.302,0.143,-0.0836890059695204,68.31,0.646,1182.5,cos_bnc_skipgram_300_r5m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_300_r5,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.09,-0.299,0.138,-0.0836890059695204,69.02,0.644,1183.7,bnc,cos,lowercase,skipgram,r_05,300,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.027,-0.232,0.157,-0.092536800029624,30.91,0.779,1182.7,cos_bnc_skipgram_50_r1m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_50_r1,m_RT ~ country + Letters_n + Syllables_n+ logBNC,-0.026,-0.248,0.18,-0.092536800029624,33.11,0.765,1183.9,bnc,cos,lowercase,skipgram,r_01,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
cos_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.176,-0.069,0.414,-0.191096628000312,227.41,0.072,1179.3,cos_bnc_skipgram_50_r10m_RT ~ country + Letters_n + Syllables_n+ logBNC,cos_bnc_skipgram_50_r10,m_RT ~ country + Letters_n + Syllables_n+ logBNC,0.178,-0.019,0.378,-0.191096628000312,232.52,0.067,1180.4,bnc,cos,lowercase,skipgram,r_10,50,predict,1178.2,1179.41,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
